Name,Type,Citation
Professor Feng Tian,Journal Article,"Tian, F., Hong, S., Wenyi, C. and Yushan, T., 1996. A Technique on Phase-Unwrapping for 3D Shape Measurement. Acta Photoica Sinica, 25."
Professor Feng Tian,Journal Article,"Tian, F., Hong, S., Wenyi, C. and Yushan, T., 1996. Three-dimensional Measuring System with Practicality. Opto-Electronic Engineering, 23."
Professor Feng Tian,Journal Article,"Tian, F., Hong, S., Wenyi, C. and Yushan, T., 1996. 3D Profilometry by New Projection Technique. Laser & Optronics Progress, 5."
Professor Feng Tian,Book,"Tian, F., Gatzidis, C., El Rhalibi, A., Tang, W. and Charles, F., 2017. Preface."
Professor Feng Tian,Chapter,"Opara-Martins, J., Sahandi and Tian, F., 2016. Implications of Integration and Interoperability for Enterprise Cloud-Based Applications. Cloud Computing 6th International Conference, CloudComp 2015, Daejeon, South Korea, October 28-29, 2015, Proceedings. Springer."
Professor Feng Tian,Chapter,"Kang, D., Tian, F. and Sahandi, R., 2016. Educational folktale e-book with collage illustratable tool. 15-26."
Professor Feng Tian,Chapter,"Han, L.Z., Zhang, M.M., Tian, F. and Wang, X.T., 2015. Heart-Creates-Worlds: An Aesthetic Driven Fitness Training System. In: Zhang, Y.-J., ed. Image and Graphics. Springer, 599-608."
Professor Feng Tian,Chapter,"Qiu, J., Seah, H.S. and Tian, F., 2006. Auto Coloring with Character Registration. CyberGames '06 Proceedings of the 2006 international conference on Game research and development . Proceedings. Murdoch University, Australia, 25-32."
Professor Feng Tian,Conference,"Wang, J., Suzuki, A., Linchuan, X., Tian, F., Liang, Y. and Yamanishi, K., 2019. Orderly Subspace Clustering. In: AAAI Conference on Artificial Intelligence 27 January-1 February 2019 Hawaii, USA."
Professor Feng Tian,Conference,"Wang, J., Xu, L., Tian, F., Suzuki, A., Zhang, C. and Yamanishi, K., 2019. Attributed subspace clustering. 3719-3725."
Professor Feng Tian,Conference,"Shakouri, F. and Tian, F., 2018. Avebury Portal – A Location-Based Augmented Reality Treasure Hunt for Archaeological Sites. In: International Conference on E-learning & Games 28-30 June 2018 Xi'An, China."
Professor Feng Tian,Conference,"You, X.Y., Tian, F. and Tang, W., 2018. A unified approach to blending of constant and varying parametric surfaces with curvature continuity. 51-56."
Professor Feng Tian,Conference,"Wang, J., Tian, F., Liu, W., Wang, X., Zhang, W. and Yamanishi, K., 2018. Ranking preserving nonnegative matrix factorization. 2776-2782."
Professor Feng Tian,Conference,"Cheng, D., Zhang, Y., Tian, F., Shi, D. and Liu, X., 2017. Robust visual tracking based on L1 expanded template. 397-403."
Professor Feng Tian,Conference,"Shi, D., Zhu, M., Zhang, Y. and Tian, F., 2017. An advanced level set method based on Bregman divergence for inhomogeneous image segmentation. 334-339."
Professor Feng Tian,Conference,"Cardona, S., Tian, F. and Prakoonwit, S., 2017. Tenochtitlan - An Interactive Virtual Reality Environment That Encourages Museum Exhibit Engagement. In: 11th International Conference on E-learning & Games 26-28 June 2017 Bournemouth, UK. Springer."
Professor Feng Tian,Conference,"Jiang, N., Dogan, H. and Tian, F., 2017. Designing Mobile Friendly CAPTCHAs: An Exploratory Study. In: 31st British Human Computer Interaction Conference 3-6 July 2017 Sunderland, UK."
Professor Feng Tian,Conference,"Wang, J., Tian, F., Liu, C.H., Yu, H.C., Wang, X. and Tang, X.C., 2017. Robust Nonnegative Matrix Factorization with Ordered Structure Constraints. In: International Joint Conference on Neural Networks (IJCNN) 14-19 May 2017 Alaska, USA."
Professor Feng Tian,Conference,"Wang, J., Tian, F., Wang, X., Yu, H., Liu, C.H. and Yang, L., 2017. Multi-component nonnegative matrix factorization. 2922-2928."
Professor Feng Tian,Conference,"Savosin, D., Prakoonwit, S., Tian, F., Liang, J. and Pan, Z., 2017. Representation of Intractable Objects and Action Sequences in VR Using Hand Gesture Recognition. 3-10."
Professor Feng Tian,Conference,"Han, L., Zhang, M., Tian, F. and Pan, Z., 2017. A Collaborative Aesthetic-Driven Virtual Fitness Game. 29-35."
Professor Feng Tian,Conference,"Han, L., Pan, Z., Zhang, M. and Tian, F., 2016. A Pleasurable Persuasive Model for E-Fitness System. 89-96."
Professor Feng Tian,Conference,"Zhang, C, Jiang, N. and Tian, F., 2016. Accessing Mobile Apps with User Defined Gesture Shortcuts: an Exploratory Study. In: 11th ACM International Conference on Interactive Surfaces and Spaces 6-9 November 2016 Canada."
Professor Feng Tian,Conference,"Wang, J., Tian, F., Liu, C.H. and Yu, H.C., 2016. Adaptive Multi-View Semi-Supervised Nonnegative Matrix Factorization. In: 23rd International Conference on Neural Information Processing 16-21 October 2016 Kyota, Japan."
Professor Feng Tian,Conference,"Opara-Martins, J., Sahandi, R. and Tian, F., 2016. Implications of Integration and Interoperability for Enterprise Cloud-based Applications. In: 6th International Conference on Cloud Computing 28-30 October 2015 South Korea. Springer: Springer International Publishing."
Professor Feng Tian,Conference,"White, R., Tian, F. and Smith, P., 2016. Code lab – A game that teaches high level programming languages."
Professor Feng Tian,Conference,"White, R., Tian, F. and Smith, P., 2016. Code Lab - A Game That Teaches High Level Programming Languages. BCS."
Professor Feng Tian,Conference,"Han, L.Z., Pan, Z.G., Zhang, M., Meng, Q. and Tian, F., 2015. An Aesthetic Emotion Driving Biological Adaptive Interface. In: International Conference on Affective Computing and Intelligent Interaction 21-24 September 2015 Xi'an, China."
Professor Feng Tian,Conference,"Wang, J., Tian, F., Liu, C.H. and Wang, X., 2015. Robust Semi-supervised Nonnegative Matrix Factorization. In: International Joint Conference on Neural Network 12-17 July 2015 Ireland."
Professor Feng Tian,Conference,"Opara-Martins, J., Sahandi, R. and Tian, F., 2015. A Business Analysis of Cloud Computing: Data Security and Contract Lock-In Issues. 665-670."
Professor Feng Tian,Conference,"Xie, N., Zhao, T., Tian, F., Zhang, X. and Sugiyama, M., 2015. Stroke-based stylization learning and rendering with inverse reinforcement learning. 2531-2539."
Professor Feng Tian,Conference,"Liu, L., Cheng, D., Wang, J., Tian, F., Sun, Q. and Shi, D., 2015. An advanced total variation model in H-1 space for image inpainting."
Professor Feng Tian,Conference,"Opara-Martins, J., sahandi, R. and Tian, F., 2014. Critical Review of Vendor Lock-in and Its Impact on Adoption of Cloud Computing. In: International Conference on Information Society (i-Society 2014) 10-12 November 2014 London, UK."
Professor Feng Tian,Conference,"Han, L., Zhang, M., Pan, Z., Meng, Q. and Tian, F., 2014. Aesthetic-driven interaction: A pleasurable persuasive technology for health behavior change."
Professor Feng Tian,Conference,"Tian, F., XU, F., Buhalis, D. and Weber, J., 2013. Marketing Tourism via Electronic Games: Understanding the Motivation of Tourist Players. In: "", 5th International Conference on Games and Virtual Worlds for Serious Applications 11-13 September 2013 Bournemouth University, UK."
Professor Feng Tian,Conference,"Jiang, N. and Tian, F., 2013. A Novel Gesture-based CAPTCHA Design for Smart Devices. In: 27th International British Computer Society Human Computer Interaction Conference (HCI 2013) 9-13 September 2013 Brunel University, UK."
Professor Feng Tian,Conference,"Tian, F., XU, F. and Fu, J.C., 2013. Augmented Reality Technology Overview for Tourism App Development. In: International Conference on Machine Learning and Cybernetics 14-18 July 2013 Tianjin, China."
Professor Feng Tian,Conference,"Ferraris J, Tian, F. and Gatzidis C., 2013. Automatic Terrain Texturing with Dynamic Patch Transitions. In: 30th Computer Graphics International 12-14 June 2013 Welfenlab, University of Hannover, Germany."
Professor Feng Tian,Conference,"Hedge, S., Gatzidis, C. and Tian, F., 2013. Animating Painterly Strokes Embedded in 3D Space. In: 26th International Conference on Computer Animation & Social Agents 16-18 May 2013 Istanbul, Turkey."
Professor Feng Tian,Conference,"Ma, X.L., Tian, F., Jiang, N. and Dietze, S., 2013. Ontology-based Framework to Auto-Generate Serious Game for OER Courses Assessment. In: OCWC Global Conference 8-10 May 2013 Bali, Indonesia."
Professor Feng Tian,Conference,"Jiang, N. and Tian, F., 2013. A novel gesture-based CAPTCHA design for smart devices."
Professor Feng Tian,Conference,"Ferraris, J., Tian, F. and Gatzidis, C., 2010. Feature-based probability blending. In: ACM SIGGRAPH 2010 15-18 December 2010 Seoul, Republic Of Korea. ACM Press."
Professor Feng Tian,Conference,"Xiong, M.E., Cai, W.T., Zhou, S.P., Low, M., Tian, F. and Chen, D., 2009. A Case Study of Multi-Resolution Modeling for Crowd Simulation. In: Agent-Directed Simulation Symposium (ADS'09) 22-27 March 2009 San Diego, California."
Professor Feng Tian,Conference,"Wang, Y., Cai, W.T., Low, M., Zhou, S.P. and Tian, F., 2009. A Framework of Evaluating Partitioning Mechanisms for Agent-based Simulation Systems. In: 42nd Annual Simulation Symposium ( ANSS’09) 22-27 March 2009 San Diego, California."
Professor Feng Tian,Conference,"Sugisaki, E., Tian, F. and Seah, H.S., 2009. Instant and Intuitive Shadowing for CACAni System. In: International Workshop on Advanced Image Technology (IWAIT’09) 12-13 January 2009 Korean Hall of Science and Technology (KHST), Seoul, Korea."
Professor Feng Tian,Conference,"Wang, J., Tian, F. and Seah, H.S., 2008. Sketch-up in the Virtual World. In: International Conference on Cyberworlds (CW2008) 22-24 September 2008 Hangzhou, China. IEEE, 109-116."
Professor Feng Tian,Conference,"Wang, J., Tian, F. and Seah, H.S., 2008. Smoothup: an Easy Way to Sketch-up. In: International Workshop on Advanced Image Technology (IWAIT 2008) 7-8 January 2008 Hsinchu, Taiwan."
Professor Feng Tian,Conference,"Qiu, J., Seah, H.S., Tian, F., Chen, Q. and Wu, Z., 2008. Layer Composition for Line Drawings In 2D Animation. In: International Workshop on Advanced Image Technology (IWAIT’08) 7-8 January 2008 Hsinchu, Taiwan."
Professor Feng Tian,Conference,"Seah, H.S. and Tian, F., 2008. CONEA: CONsumer Editable Animation. In: Consumer Communications & Networking Conference (CCNC 2008) 5th IEEE 10-12 January 2008 Las Vegas, Nevada. IEEE, 1020-1024."
Professor Feng Tian,Conference,"Xiao, X., Seah, H.S. and Tian, F., 2008. Skinning on Progressive Decimated Models. In: Consumer Communications & Networking Conference (CCNC 2008) 5th IEEE 10-12 January 2008 Las Vegas, Nevada. 1054-1058."
Professor Feng Tian,Conference,"Seah, H.S., Tian, F., Lu, Y., Qiu, J. and Chen, Q., 2007. Distributed Automatic Frame Generation for Cartoon Animation. In: 3rd International Workshop on Grid Computing and Applications (GCA2007) 5-8 June 2007 Biopolis, Singapore. GCA 2007, 141-153."
Professor Feng Tian,Conference,"Seah, H.S., Wu, S.K., Tian, F., Xie, X.X., Lu, Y. and Xiao, X., 2007. Modeling and Visualisation of Plants with Ball B-Splines. In: International Workshop on Advanced Image Technology (IWAIT’07) 8-9 January 2007 Bangkok, Thailand."
Professor Feng Tian,Conference,"Xiao, X., Seah, H.S. and Tian, F., 2007. Spherical Skinning from Examples. In: International Workshop on Advanced Image Technology (IWAIT’07) 8-9 January 2007 Bangkok, Thailand."
Professor Feng Tian,Conference,"Melikhov, K., Tian, F., Xie, X.X. and Seah, H.S., 2006. DBSC-based Pencil Style Simulation for Line Drawings. In: International Conference on CyberGames and Interactive Entertainment (CGIE2006) 4-6 December 2006 Perth, Australia. Murdoch University, Australia, 17-24."
Professor Feng Tian,Conference,"Xie, X.X., Tian, F., Seah, H.S., Wu, S.K. and Melikhov, K., 2006. Pencil Drawing for NPR Rendering and Animation. In: Computer Animation and Social Agents Conference (CASA 2006) 5-7 July 2006 University of Geneva, Switzerland."
Professor Feng Tian,Conference,"Qiu, J., Seah, H.S., Tian, F., Chen, Q. and Melikhov, K., 2006. Topology enhanced component segmentation for 2d animation character. In: International Workshop on Advanced Image Technology (IWAIT’06) 9-10 January 2006 Naha, Okinawa, Japan."
Professor Feng Tian,Conference,"Chen, Q., Tian, F., Seah, H.S. and Qiu, J., 2006. Motion Estimation Based on Segmentation for Keyframe Inbetweening. In: International Workshop on Advanced Image Technology (IWAIT’06) 9-10 January 2006 Naha, Okinawa, Japan. 12-17."
Professor Feng Tian,Conference,"Melikhov, K., Tian, F., Seah, H.S. and Xiao, X., 2005. Grayscale Line Image Vectorization Using Disk B-Spline Curves. In: Pacific Graphics 2005 (PG'05) 12-14 October 2005 Macao, China."
Professor Feng Tian,Conference,"Chen, Q., Wu, S.K., Tian, F., Seah, H.S., Qiu, J. and Melikhov, K., 2005. Vectorization of Raster Line-Drawings in Cartoons. In: International Conference on Computer Animation and Social Agents (CASA 2005) 17-19 October 2005 The Hong Kong Polytechnic University, Hong Kong."
Professor Feng Tian,Conference,"Wu, S.K., Seah, H.S., Tian, F., Xiao, X. and Xie, B., 2005. Artistic Brushstroke Representation and Animation with Disk B-Spline Curve. In: ACE '05: Proceedings of the 2005 ACM SIGCHI International Conference on Advances in Computer Entertainment Technology 15-17 June 2005 Valencia, Spain. ACM, 88-93."
Professor Feng Tian,Conference,"Weliamto, W.A., Seah, H.S., Tian, F. and Li, L., 2005. Enhancement of Aligning Accuracy on Zooming Camera for Augmented Reality. In: ACE '05: Proceedings of the 2005 ACM SIGCHI International Conference on Advances in Computer Entertainment Technology 15-17 June 2005 Valencia, Spain. ACM, 233-237."
Professor Feng Tian,Conference,"Jiang, L., Wu, S., Pan, F., Wu, D., Tian, F., Ng, E.Y.K., Ranganath, S. and Liu, X., 2005. View synthesis from Infrared-visual fused 3D model for face recognition. In: Fifth International Conference on Information, Communciation and Signal Processing (ICICS 2005) 6-9 December 2005 Grand Hotel, Bangkok, Thailand. 177-180."
Professor Feng Tian,Conference,"Lewis, J.P., Fong, N., Xie, X.X., Seah, H.S. and Tian, F., 2005. More Optimal Strokes for NPR Sketching. In: GRAPHITE '05: Proceedings of the 3rd international conference on Computer graphics and interactive techniques in Australasia and South East Asia November 2005 Dunedin, New Zealand. ACM, 47-50."
Professor Feng Tian,Conference,"Chen, Q., Tian, F., Seah, H.S., Qiu, J. and Melikhov, K., 2004. Initial Value Specification in Motion Estimation for Keyframe Animation. In: 7th IASTED International Conference on Computer Graphics and Imaging (CGIM 2004) 17-19 August 2004 Kauai, Hawaii, USA. IASTED, 33-38."
Professor Feng Tian,Conference,"Chen, Q., Tian, F., Seah, H.S., Qiu, J. and Melikhov, K., 2004. Automatic Inbetweening Based on Feature Matching. In: International Workshop on Advanced Image Technology (IWAIT'04) 12-13 January 2004 Singapore."
Professor Feng Tian,Conference,"Melikhov, K., Tian, F., Seah, H.S., Chen, Q. and Qiu, J., 2004. Frame Skeleton Based Auto-Inbetweening in Computer Assisted Cel Animation. In: 3rd International Conference on Cyberworlds (CW2004) 18-20 November 2004 Tokyo, Japan. I.E.E.E.Press, 216-223."
Professor Feng Tian,Conference,"Jiang, L., Tian, F., Shen, L.E., Wu, S., Yao, S.P., Lu, Z. and Xu, L., 2004. Perceptual-Based Fusion of IR and Visual Images for Human Detection. In: International Symposium on Intelligent Multimedia, Video and Speech Processing (ISIMP 2004) 20-22 October 2004 The Hong Kong Polytechnic University, Hong Kong. 514-517."
Professor Feng Tian,Conference,"Xie, X.X., Tian, F., Seah, H.S. and Wu, S., 2004. Silhouette Extraction and Stylization for Nonphotorealistic Rendering. In: Multimedia Arts Asia Pacific (MAAP 2004) 27-28 October 2004 Nanyang Executive Centre, Nanyang Technological University, Singapore."
Professor Feng Tian,Conference,"Qiu, J., Seah, H.S., Tian, F. and Chen, Q., 2004. Topology Enhanced Feature-Based Auto Coloring for Computer-Assisted Cel Animation. In: 7th IASTED International Conference on Computer Graphics and Imaging (CGIM 2004) 17-19 August 2004 Kauai, Hawaii, USA. IASTED, 26-32."
Professor Feng Tian,Conference,"Wu, S., Seah, H.S., Tian, F., Xiao, X. and Xie, X.X., 2004. Simulating Artistic Brushstrokes Using Disk B-Spline Curves. In: Multimedia Arts Asia Pacific (MAAP 2004) 27-28 October 2004 Nanyang Executive Centre, Nanyang Technological University, Singapore."
Professor Feng Tian,Conference,"Lu, J., Seah, H.S. and Tian, F., 2003. Computer-Assisted Cel Animation: Post-processing After Inbetweening. In: GRAPHITE '03: Proceedings of the 1st international conference on Computer graphics and interactive techniques in Australasia and South East Asia 11-14 February 2003 Melbourne, Australia. ACM, 13-20."
Professor Feng Tian,Scholarly,"Tang, W., Gatzisdis, C. and Tian, F., 2017. Ubiquitous gaming interaction design workshop. HCI '16 Proceedings of the 30th International BCS Human Computer Interaction Conference: Fusion!"
